weekday,date,high,low,close,volume,ticker
Thursday,8/23/12,22.731,22.3974,22.4072,1223322.447,NDAQ
Friday,8/24/12,22.4465,22.0639,22.3189,1542916.05,NDAQ
Monday,8/27/12,22.6329,22.368,22.4367,917265.05,NDAQ
Tuesday,8/28/12,22.8095,22.3778,22.6525,1095078.407,NDAQ
Wednesday,8/29/12,22.7604,22.4955,22.574,1150774.355,NDAQ
Thursday,8/30/12,22.4367,22.1914,22.3386,950646.668,NDAQ
Friday,8/31/12,22.5053,22.1718,22.4759,1053343.464,NDAQ
Tuesday,9/4/12,22.8585,22.3287,22.8095,1047010.5,NDAQ
Wednesday,9/5/12,22.8879,22.5642,22.8585,1262449.849,NDAQ
Thursday,9/6/12,23.3098,22.8781,23.2804,1061033.032,NDAQ
Friday,9/7/12,23.4766,23.2313,23.2607,1102249.231,NDAQ
Monday,9/10/12,23.4962,23.0743,23.143,704066.498,NDAQ
Tuesday,9/11/12,23.4471,23.0449,23.2019,1073306.859,NDAQ
Wednesday,9/12/12,23.4978,23.1821,23.4879,825379.884,NDAQ
Thursday,9/13/12,23.9318,23.3399,23.8825,1102389.447,NDAQ
Friday,9/14/12,24.1686,23.8529,24.1291,1561393.764,NDAQ
Monday,9/17/12,24.1192,23.5569,23.7542,1456731.774,NDAQ
Tuesday,9/18/12,23.7148,23.3005,23.3103,1174719.865,NDAQ
Wednesday,9/19/12,23.626,23.1821,23.6161,1701221.322,NDAQ
Thursday,9/20/12,23.6063,23.2709,23.3695,1250196.94,NDAQ
Friday,9/21/12,23.6063,23.3202,23.478,1574034.323,NDAQ
Monday,9/24/12,23.5767,22.9552,23.3892,1249220.896,NDAQ
Tuesday,9/25/12,23.5569,22.7678,22.827,1274453.828,NDAQ
Wednesday,9/26/12,22.8763,22.5705,22.5705,942154.853,NDAQ
Thursday,9/27/12,23.261,22.6099,23.1032,1275162.756,NDAQ
Friday,9/28/12,23.1229,22.7875,22.9848,1071026.119,NDAQ
Monday,10/1/12,23.3991,23.0538,23.2018,1279790.322,NDAQ
Tuesday,10/2/12,23.3202,22.9848,23.0144,1788692.151,NDAQ
Wednesday,10/3/12,23.0834,22.8664,22.9256,850815.868,NDAQ
Thursday,10/4/12,23.4879,22.9355,23.3597,814899.252,NDAQ
Friday,10/5/12,23.6951,23.2314,23.2709,986990.029,NDAQ
Monday,10/8/12,23.3991,23.0834,23.2314,620984.95,NDAQ
Tuesday,10/9/12,23.2511,22.8566,23.0045,928490.78,NDAQ
Wednesday,10/10/12,23.4386,23.0144,23.2314,1386373.271,NDAQ
Thursday,10/11/12,23.4682,23.1426,23.192,842934.33,NDAQ
Friday,10/12/12,23.2117,22.8467,22.9453,963866.443,NDAQ
Monday,10/15/12,23.3991,22.7974,23.3991,907445.042,NDAQ
Tuesday,10/16/12,23.843,23.3498,23.7641,989451.509,NDAQ
Wednesday,10/17/12,24.0995,23.5372,24.0896,875118.854,NDAQ
Thursday,10/18/12,24.2376,24.0305,24.2277,1009099.395,NDAQ
Friday,10/19/12,24.2376,23.7049,23.9515,1224809.462,NDAQ
Monday,10/22/12,24.0206,23.5865,23.8134,1171793.278,NDAQ
Tuesday,10/23/12,24.0502,23.4287,23.7937,1643732,NDAQ
Wednesday,10/24/12,24.0995,23.1624,23.2906,2459381,NDAQ
Thursday,10/25/12,23.843,23.2314,23.5372,1576902.868,NDAQ
Friday,10/26/12,23.6457,23.3202,23.4188,489454.588,NDAQ
Wednesday,10/31/12,23.7049,23.3597,23.478,1459831.806,NDAQ
Thursday,11/1/12,23.9713,23.4287,23.7937,1384737.699,NDAQ
Friday,11/2/12,24.0206,23.6951,23.7148,840541.148,NDAQ
Monday,11/5/12,24.0305,23.478,23.9318,670925.365,NDAQ
Tuesday,11/6/12,24.1883,23.774,24.0699,847767.828,NDAQ
Wednesday,11/7/12,23.8726,23.3991,23.5076,1511407.329,NDAQ
Thursday,11/8/12,23.8233,23.2709,23.2709,1003241.073,NDAQ
Friday,11/9/12,23.6063,23.1624,23.2511,823298.631,NDAQ
Monday,11/12/12,23.4978,23.0144,23.1722,696608.884,NDAQ
Tuesday,11/13/12,23.3991,22.8467,22.8763,905752.216,NDAQ
Wednesday,11/14/12,22.9651,22.462,22.4718,1551343.076,NDAQ
Thursday,11/15/12,22.7974,22.3239,22.7875,1581210.013,NDAQ
Friday,11/16/12,22.8566,22.5014,22.6494,1778752.415,NDAQ
Monday,11/19/12,22.9947,22.7875,22.9947,1210503.82,NDAQ
Tuesday,11/20/12,22.9355,22.6395,22.8171,1292572.06,NDAQ
Wednesday,11/21/12,22.9355,22.6691,22.9059,564239.271,NDAQ
Friday,11/23/12,23.478,22.896,23.4583,577113.405,NDAQ
Monday,11/26/12,23.4583,23.1426,23.2117,734942.361,NDAQ
Tuesday,11/27/12,23.4682,23.113,23.2709,854597.133,NDAQ
Wednesday,11/28/12,23.8628,23.1426,23.6457,1689095.107,NDAQ
Thursday,11/29/12,24.0206,23.5964,23.9417,905601.34,NDAQ
Friday,11/30/12,24.0896,23.7937,23.8923,628324.072,NDAQ
Monday,12/3/12,24.0699,23.4879,23.5471,1232087.161,NDAQ
Tuesday,12/4/12,23.8332,23.5471,23.8233,1072009.52,NDAQ
Wednesday,12/5/12,23.9318,23.3202,23.3301,2422436.586,NDAQ
Thursday,12/6/12,23.4978,23.1328,23.3695,1889567.656,NDAQ
Friday,12/7/12,23.5964,23.2807,23.3892,721785.39,NDAQ
Monday,12/10/12,23.6161,23.1229,23.1426,1144211.12,NDAQ
Tuesday,12/11/12,23.3695,23.1525,23.192,1203838.044,NDAQ
Wednesday,12/12/12,24.5407,23.0925,24.0944,4251269.359,NDAQ
Thursday,12/13/12,24.263,23.9852,24.1142,2265501.49,NDAQ
Friday,12/14/12,24.1935,23.767,24.0051,1525453.532,NDAQ
Monday,12/17/12,24.4812,24.0646,24.4812,1303627.319,NDAQ
Tuesday,12/18/12,25.0069,24.2729,24.997,1639523.921,NDAQ
Wednesday,12/19/12,25.2153,24.878,25.0069,1407626.876,NDAQ
Thursday,12/20/12,26.5841,25.4732,25.8799,5012439.419,NDAQ
Friday,12/21/12,25.6319,25.0863,25.2648,2190513.547,NDAQ
Monday,12/24/12,25.3839,24.9772,25.0069,547000.691,NDAQ
Wednesday,12/26/12,25.1458,24.8681,24.9474,593409.689,NDAQ
Thursday,12/27/12,25.0069,24.63,24.8681,737046.557,NDAQ
Friday,12/28/12,24.9276,24.63,24.7292,1216169.8,NDAQ
Monday,12/31/12,24.8086,24.5506,24.7788,616003.701,NDAQ
Wednesday,1/2/13,25.5329,25.0766,25.5329,1222916.108,NDAQ
Thursday,1/3/13,26.4158,25.0865,26.2074,3237211.954,NDAQ
Friday,1/4/13,26.2868,25.9694,26.2471,1318912.263,NDAQ
Monday,1/7/13,26.257,25.9396,26.0785,883073.059,NDAQ
Tuesday,1/8/13,26.0289,25.7412,25.8801,774065.765,NDAQ
Wednesday,1/9/13,26.267,25.8007,26.138,929294.009,NDAQ
Thursday,1/10/13,26.3959,26.1578,26.3959,868450.199,NDAQ
Friday,1/11/13,26.3959,26.1876,26.3761,653869.839,NDAQ
Monday,1/14/13,26.5546,26.2769,26.4951,1087259.835,NDAQ
Tuesday,1/15/13,26.6241,26.2868,26.6042,754265.799,NDAQ
Wednesday,1/16/13,26.8522,26.4257,26.634,1099199.738,NDAQ
Thursday,1/17/13,26.9812,26.5744,26.882,925413.722,NDAQ
Friday,1/18/13,27.0506,26.8125,26.9018,646698.989,NDAQ
Tuesday,1/22/13,27.2887,26.8919,27.2887,868940.188,NDAQ
Wednesday,1/23/13,27.2788,26.882,27.1597,824878.57,NDAQ
Thursday,1/24/13,27.368,27.1696,27.2986,806984.646,NDAQ
Friday,1/25/13,27.497,27.1498,27.4474,594056.64,NDAQ
Monday,1/28/13,27.6852,27.3083,27.5761,739135.373,NDAQ
Tuesday,1/29/13,27.7646,27.4273,27.7001,1171406.356,NDAQ
Wednesday,1/30/13,27.7745,27.5463,27.7745,815845,NDAQ
Thursday,1/31/13,28.2605,27.1793,28.1812,1943351,NDAQ
Friday,2/1/13,28.8259,28.1812,28.3995,1751027.801,NDAQ
Monday,2/4/13,28.3796,27.8885,28.1217,1011085.043,NDAQ
Tuesday,2/5/13,28.6871,28.0423,28.568,1330398.829,NDAQ
Wednesday,2/6/13,28.7962,28.2704,28.7615,937305.588,NDAQ
Thursday,2/7/13,29.0541,28.5978,29.0194,841409.502,NDAQ
Friday,2/8/13,29.2525,28.9073,29.2525,796099.362,NDAQ
Monday,2/11/13,31.8909,29.0838,30.1254,6683691.519,NDAQ
Tuesday,2/12/13,31.3951,29.6889,30.294,3283416.151,NDAQ
Wednesday,2/13/13,31.4397,30.1948,31.4248,3132970.877,NDAQ
Thursday,2/14/13,31.2562,30.1651,30.3436,5032044.392,NDAQ
Friday,2/15/13,31.5439,30.2742,30.79,2684144.769,NDAQ
Tuesday,2/19/13,31.316,30.8498,31.197,1186193.672,NDAQ
Wednesday,2/20/13,31.2565,30.7407,30.7704,1344028.517,NDAQ
Thursday,2/21/13,30.9787,30.5026,30.701,1029952.59,NDAQ
Friday,2/22/13,31.187,30.7803,31.0878,1696726.362,NDAQ
Monday,2/25/13,31.524,30.5718,30.6114,1089578.014,NDAQ
Tuesday,2/26/13,31.4744,30.8049,31.2066,1729496.651,NDAQ
Wednesday,2/27/13,31.6232,30.9983,31.5637,965059.329,NDAQ
Thursday,2/28/13,31.6431,31.3693,31.4347,966357.612,NDAQ
Friday,3/1/13,31.4447,30.9289,31.276,1533025.651,NDAQ
Monday,3/4/13,31.7921,31.0581,31.7822,1582915.278,NDAQ
Tuesday,3/5/13,32.5659,31.8219,32.179,1559665.447,NDAQ
Wednesday,3/6/13,32.5262,31.9112,31.9707,1371163.671,NDAQ
Thursday,3/7/13,32.1195,31.7128,31.7525,1388203.745,NDAQ
Friday,3/8/13,32.0897,31.7128,31.7425,1078828.019,NDAQ
Monday,3/11/13,32.1294,31.6632,32.0401,670072.046,NDAQ
Tuesday,3/12/13,32.1098,31.8708,31.9704,926469.472,NDAQ
Wednesday,3/13/13,32.2094,31.7811,32.0003,966193.771,NDAQ
Thursday,3/14/13,32.6476,32.0401,32.4683,802954.497,NDAQ
Friday,3/15/13,32.7572,32.299,32.4484,1300969.984,NDAQ
Monday,3/18/13,32.3389,31.8708,32.1297,668603.985,NDAQ
Tuesday,3/19/13,32.2791,31.3031,31.6019,1348157.485,NDAQ
Wednesday,3/20/13,32.0899,31.7413,31.811,1341777.403,NDAQ
Thursday,3/21/13,32.2592,31.7114,31.9405,1141496.728,NDAQ
Friday,3/22/13,32.309,31.8708,32.1994,702744.827,NDAQ
Monday,3/25/13,32.5779,31.9007,32.0301,781775.95,NDAQ
Tuesday,3/26/13,32.4086,32.0998,32.3787,717104.749,NDAQ
Wednesday,3/27/13,32.3787,31.821,32.2194,945684.879,NDAQ
Thursday,3/28/13,32.2692,31.9903,32.1696,947439.047,NDAQ
Monday,4/1/13,32.3688,31.8309,31.8807,624295.019,NDAQ
Tuesday,4/2/13,29.9884,27.6081,27.7774,11126517.8,NDAQ
Wednesday,4/3/13,28.4845,27.7575,28.1558,3635218.142,NDAQ
Thursday,4/4/13,28.7534,28.2156,28.4546,2183820.852,NDAQ
Friday,4/5/13,28.7733,28.2455,28.6737,2302201.015,NDAQ
Monday,4/8/13,28.8928,28.3949,28.8829,1384273.903,NDAQ
Tuesday,4/9/13,29.0323,28.2355,28.6339,1746597.18,NDAQ
Wednesday,4/10/13,28.8928,28.5841,28.8829,1934309.462,NDAQ
Thursday,4/11/13,29.3012,28.7933,29.0622,1711025.983,NDAQ
Friday,4/12/13,29.102,28.7933,29.0223,1143870.214,NDAQ
Monday,4/15/13,29.1618,28.4148,28.4646,862823.31,NDAQ
Tuesday,4/16/13,28.7335,28.0562,28.5443,1135839.002,NDAQ
Wednesday,4/17/13,28.4845,28.0463,28.2554,1492262.014,NDAQ
Thursday,4/18/13,28.4048,27.6678,27.8272,1340986.293,NDAQ
Friday,4/19/13,27.9965,27.7475,27.867,1506864.088,NDAQ
Monday,4/22/13,28.0861,27.3591,28.0064,2345663.396,NDAQ
Tuesday,4/23/13,28.4546,28.0363,28.365,1574050,NDAQ
Wednesday,4/24/13,28.5443,27.5184,28.0562,2018051,NDAQ
Thursday,4/25/13,28.7933,28.0861,28.6339,1867931.006,NDAQ
Friday,4/26/13,28.9128,28.5443,28.7933,1127249.051,NDAQ
Monday,4/29/13,29.0522,28.7634,28.9626,1208290.399,NDAQ
Tuesday,4/30/13,29.361,28.8928,29.351,1635921.186,NDAQ
Wednesday,5/1/13,29.4008,28.9825,29.1219,882701.579,NDAQ
Thursday,5/2/13,29.8589,29.092,29.8589,1393744.32,NDAQ
Friday,5/3/13,30.3968,30.0382,30.3171,2033907.368,NDAQ
Monday,5/6/13,30.5561,30.0382,30.0482,1161876.135,NDAQ
Tuesday,5/7/13,30.347,30.0581,30.0681,1443286.321,NDAQ
Wednesday,5/8/13,30.4864,29.8988,30.4466,1093758.983,NDAQ
Thursday,5/9/13,30.4366,30.0183,30.078,946681.635,NDAQ
Friday,5/10/13,30.4764,29.9286,30.3669,1388594.374,NDAQ
Monday,5/13/13,30.576,30.1079,30.327,929011.473,NDAQ
Tuesday,5/14/13,31.0043,30.3071,30.7852,1161068.853,NDAQ
Wednesday,5/15/13,31.1736,30.6159,30.9844,1247332.247,NDAQ
Thursday,5/16/13,31.0242,30.5661,30.6358,916529.07,NDAQ
Friday,5/17/13,31.2134,30.3768,31.064,1886314.995,NDAQ
Monday,5/20/13,31.3728,30.9147,31.1935,941328.456,NDAQ
Tuesday,5/21/13,31.3927,30.9445,31.074,1065156.149,NDAQ
Wednesday,5/22/13,31.562,30.2175,30.8151,2852985.171,NDAQ
Thursday,5/23/13,30.8449,30.2673,30.8051,2089076.494,NDAQ
Friday,5/24/13,30.6955,30.1876,30.576,963173.421,NDAQ
Tuesday,5/28/13,31.5321,30.8499,31.3529,1484866.298,NDAQ
Wednesday,5/29/13,31.6716,31.1338,31.4824,1545429.994,NDAQ
Thursday,5/30/13,32.319,31.2134,32.0301,1231386.773,NDAQ
Friday,5/31/13,32.1795,31.4126,31.4326,1255914.216,NDAQ
Monday,6/3/13,31.4724,30.4067,30.9346,1189784.653,NDAQ
Tuesday,6/4/13,31.084,30.6258,30.7354,1162057.831,NDAQ
Wednesday,6/5/13,31.074,30.4665,30.9445,1394204.012,NDAQ
Thursday,6/6/13,31.6815,30.9445,31.6815,991566.187,NDAQ
Friday,6/7/13,32.7572,31.811,32.7572,1203724.109,NDAQ
Monday,6/10/13,32.9365,32.4484,32.7472,1066262.523,NDAQ
Tuesday,6/11/13,32.4086,31.8409,32.0301,1052983.99,NDAQ
Wednesday,6/12/13,32.27,31.32,31.34,1227721,NDAQ
Thursday,6/13/13,32.74,31.19,32.61,2010677,NDAQ
Friday,6/14/13,32.96,32.39,32.6,930132,NDAQ
Monday,6/17/13,33.27,32.6,33.04,766554,NDAQ
Tuesday,6/18/13,33.345,32.95,33.17,845163,NDAQ
Wednesday,6/19/13,33.12,32.64,32.77,841107,NDAQ
Thursday,6/20/13,32.99,32.26,32.8,1691361,NDAQ
Friday,6/21/13,33.05,32.41,32.58,2396257,NDAQ
Monday,6/24/13,32.57,31.52,31.89,1115879,NDAQ
Tuesday,6/25/13,32.63,31.93,32.36,1266021,NDAQ
Wednesday,6/26/13,32.84,32.31,32.44,1664396,NDAQ
Thursday,6/27/13,32.88,32.43,32.85,1125655,NDAQ
Friday,6/28/13,32.94,32.39,32.89,802893,NDAQ
Monday,7/1/13,33.46,32.8,33.11,925068,NDAQ
Tuesday,7/2/13,33.5,32.84,33.06,666784,NDAQ
Wednesday,7/3/13,32.97,32.62,32.72,461752,NDAQ
Friday,7/5/13,33.26,32.73,33.26,612034,NDAQ
Monday,7/8/13,33.49,33.13,33.15,720863,NDAQ
Tuesday,7/9/13,33.46,33.07,33.26,789627,NDAQ
Wednesday,7/10/13,33.43,32.96,33.24,813029,NDAQ
Thursday,7/11/13,34.19,33.58,34.14,1393924,NDAQ
Friday,7/12/13,34.38,34.07,34.29,677133,NDAQ
Monday,7/15/13,34.41,34.06,34.13,595090,NDAQ
Tuesday,7/16/13,34.2,33.52,33.76,929200,NDAQ
Wednesday,7/17/13,33.98,33.6,33.64,580386,NDAQ
Thursday,7/18/13,34.21,33.65,34.14,469817,NDAQ
Friday,7/19/13,34.08,33.71,33.91,767319,NDAQ
Monday,7/22/13,34.1,33.45,33.74,1022874,NDAQ
Tuesday,7/23/13,34.14,33.65,33.83,1132867,NDAQ
Wednesday,7/24/13,33.96,32.65,32.8,1261261,NDAQ
Thursday,7/25/13,33.25,32.63,33.2,1551108,NDAQ
Friday,7/26/13,32.96,32.5,32.9,916622,NDAQ
Monday,7/29/13,33.01,32.64,32.98,863891,NDAQ
Tuesday,7/30/13,32.52,31.87,32.5,1864867,NDAQ
Wednesday,7/31/13,32.7,32.29,32.38,1777400,NDAQ
Thursday,8/1/13,33.21,32.58,33.19,1307701,NDAQ
Friday,8/2/13,33.19,32.88,32.96,767066,NDAQ
Monday,8/5/13,32.83,32.56,32.59,582976,NDAQ
Tuesday,8/6/13,32.69,32.32,32.5,1037346,NDAQ
Wednesday,8/7/13,32.49,32.03,32.27,640139,NDAQ
Thursday,8/8/13,32.47,32.12,32.29,754048,NDAQ
Friday,8/9/13,32.5,31.96,31.96,783972,NDAQ
Friday,1/2/98,8.1901,7.99855,8.15139,6606483.58,NKE
Monday,1/5/98,8.78923,8.39389,8.71179,15836324.91,NKE
Tuesday,1/6/98,8.82591,8.6099,8.71179,11729539.25,NKE
Wednesday,1/7/98,8.72402,8.5345,8.66085,12607919.73,NKE
Thursday,1/8/98,8.67307,8.5345,8.57118,5407179.072,NKE
Friday,1/9/98,8.57118,8.06172,8.12693,8286690.686,NKE
Monday,1/12/98,8.15139,7.92315,8.13916,8064887.164,NKE
Tuesday,1/13/98,8.34294,8.11267,8.33072,4699568.82,NKE
Wednesday,1/14/98,8.40612,8.11267,8.39389,9594932.35,NKE
Thursday,1/15/98,8.49578,8.34294,8.44484,5189793.378,NKE
Friday,1/16/98,8.49578,8.34294,8.39389,5484710.798,NKE
Tuesday,1/20/98,8.52024,8.3674,8.49578,5459684.974,NKE
Wednesday,1/21/98,8.6099,8.46929,8.49578,5530839.018,NKE
Thursday,1/22/98,8.45706,8.17788,8.21456,6585384.58,NKE
Friday,1/23/98,8.30422,8.12693,8.16361,5017552.126,NKE
Monday,1/26/98,8.20233,8.11267,8.15139,3208778.73,NKE
Tuesday,1/27/98,8.33072,8.15139,8.25328,4321227.51,NKE
Wednesday,1/28/98,8.40612,8.15139,8.30422,4329572.196,NKE
Thursday,1/29/98,8.59767,8.30422,8.38166,8570323.89,NKE
Friday,1/30/98,8.50801,8.15139,8.15139,10965008.84,NKE
Monday,2/2/98,8.50801,8.17788,8.3674,9890833.664,NKE
Tuesday,2/3/98,8.5345,8.292,8.45706,6873433.456,NKE
Wednesday,2/4/98,8.59767,8.38166,8.58545,5603955.22,NKE
Thursday,2/5/98,8.57118,8.26551,8.30422,9270572.828,NKE
Friday,2/6/98,8.40612,8.16361,8.3674,6604032.486,NKE
Monday,2/9/98,8.41834,8.16361,8.17788,7714024.584,NKE
Tuesday,2/10/98,8.26551,8.10044,8.22882,9976215.476,NKE
Wednesday,2/11/98,8.24105,8.15139,8.1901,6604032.066,NKE
Thursday,2/12/98,8.30422,8.13916,8.26551,7001999.07,NKE
Friday,2/13/98,8.34294,8.13916,8.31645,9178316.962,NKE
Tuesday,2/17/98,9.2722,8.38166,9.11936,30830592.57,NKE
Wednesday,2/18/98,9.52693,9.04396,9.06842,24750634.18,NKE
Thursday,2/19/98,9.37409,9.04396,9.23348,9333871.576,NKE
Friday,2/20/98,9.36187,9.11936,9.1968,11471912.12,NKE
Monday,2/23/98,9.67977,9.34964,9.5147,11852219.73,NKE
Tuesday,2/24/98,9.52693,9.20903,9.24775,9307865.62,NKE
Wednesday,2/25/98,9.29869,8.84018,9.18254,28548767.51,NKE
Thursday,2/26/98,9.09491,8.89112,8.97875,15186131.96,NKE
Friday,2/27/98,9.09491,8.90335,8.94207,8204248.504,NKE
Monday,3/2/98,9.0297,8.91558,8.99302,8878980.78,NKE
Tuesday,3/3/98,9.05619,8.89112,9.00524,9613089.682,NKE
Wednesday,3/4/98,9.23348,8.90335,9.20903,5498942.204,NKE
Thursday,3/5/98,9.42504,9.09491,9.28443,8554614.328,NKE
Friday,3/6/98,9.56565,9.36187,9.47599,5260453.754,NKE
Monday,3/9/98,9.57788,9.45153,9.46376,5168200.544,NKE
Tuesday,3/10/98,9.62882,9.5147,9.60437,4940018.75,NKE
Wednesday,3/11/98,9.70626,9.55342,9.62882,5255056.452,NKE
Thursday,3/12/98,9.64105,9.2722,9.31092,5921447.24,NKE
Friday,3/13/98,9.29869,9.11936,9.14585,5415029.564,NKE
Monday,3/16/98,9.20903,8.94207,9.17031,6017625.548,NKE
Tuesday,3/17/98,9.1968,9.06842,9.10714,5642721.378,NKE
Wednesday,3/18/98,9.45053,9.01734,9.38718,10484707.15,NKE
Thursday,3/19/98,9.24619,8.95195,8.96625,13803752.86,NKE
Friday,3/20/98,9.08068,8.76192,9.05412,11872126.16,NKE
Monday,3/23/98,9.0296,8.78644,8.96625,6791274.491,NKE
Tuesday,3/24/98,9.14402,8.99077,9.1195,7013458.766,NKE
Wednesday,3/25/98,9.20737,8.95195,9.00303,9582271.903,NKE
Thursday,3/26/98,9.01734,8.8886,8.93969,5036319.605,NKE
Friday,3/27/98,8.97851,8.8886,8.90086,4556716.975,NKE
Monday,3/30/98,8.8886,8.73535,8.76192,3823120.581,NKE
Tuesday,3/31/98,9.09294,8.78644,9.05412,7591918.093,NKE
Wednesday,4/1/98,9.1195,8.8886,9.00303,5915755.089,NKE
Thursday,4/2/98,9.23393,8.96625,9.17059,7841507.042,NKE
Friday,4/3/98,9.28502,9.05412,9.17059,6516725.711,NKE
Monday,4/6/98,9.20737,9.13176,9.18285,4654104.192,NKE
Tuesday,4/7/98,9.15628,9.0296,9.06842,4070750.223,NKE
Wednesday,4/8/98,9.01734,8.8886,8.93969,3985598.051,NKE
Thursday,4/9/98,9.08068,8.95195,9.0296,2243855.639,NKE
Monday,4/13/98,8.99077,8.86408,8.93969,4369284.934,NKE
Tuesday,4/14/98,8.99077,8.86408,8.95195,3142376.968,NKE
Wednesday,4/15/98,8.96625,8.83752,8.87634,3796203.81,NKE
Thursday,4/16/98,8.82526,8.76192,8.77418,3975320.419,NKE
Friday,4/17/98,8.96625,8.76192,8.95195,4813156.946,NKE
Monday,4/20/98,8.93969,8.83752,8.86408,4095711.266,NKE
Tuesday,4/21/98,9.57926,8.78644,9.5527,12215188.8,NKE
Wednesday,4/22/98,9.73251,9.29728,9.69369,16162620.39,NKE
Thursday,4/23/98,9.59152,9.43827,9.57926,6432061.11,NKE
Friday,4/24/98,9.65486,9.38718,9.63034,6934664.703,NKE
Monday,4/27/98,9.6426,9.32384,9.61604,5975948.897,NKE
Tuesday,4/28/98,9.96137,9.65486,9.87146,9597441.787,NKE
Wednesday,4/29/98,9.91028,9.61604,9.84694,4465199.993,NKE
Thursday,4/30/98,9.92254,9.71821,9.78359,3283810.473,NKE
Friday,5/1/98,9.79585,9.60378,9.75703,3248086.618,NKE
Monday,5/4/98,9.96137,9.73251,9.83468,3661131.612,NKE
Tuesday,5/5/98,9.89802,9.56496,9.63034,4261125.606,NKE
Wednesday,5/6/98,9.60378,9.47709,9.54043,3170272.426,NKE
Thursday,5/7/98,9.5527,9.32384,9.32384,3248576.354,NKE
Friday,5/8/98,9.42601,9.32384,9.38718,2342223.855,NKE
Monday,5/11/98,9.47709,9.24619,9.32384,2557556.451,NKE
Tuesday,5/12/98,9.70595,9.30954,9.69369,3707134.868,NKE
Wednesday,5/13/98,9.68143,9.51387,9.63034,2744503.248,NKE
Thursday,5/14/98,9.68143,9.50161,9.51387,3795713.757,NKE
Friday,5/15/98,9.69369,9.42601,9.66712,3002412.909,NKE
Monday,5/18/98,9.61604,9.47709,9.50161,5318207.144,NKE
Tuesday,5/19/98,9.56496,9.46279,9.5527,2423462.063,NKE
Wednesday,5/20/98,9.47709,9.29728,9.43827,5535986.386,NKE
Thursday,5/21/98,9.75703,9.34836,9.63034,5147411.7,NKE
Friday,5/22/98,9.74477,9.59152,9.68143,3938126.83,NKE
Tuesday,5/26/98,9.69369,9.54043,9.59152,3127206.017,NKE
Wednesday,5/27/98,9.65486,9.46279,9.61604,4325234.907,NKE
Thursday,5/28/98,9.6426,9.51387,9.60378,3919040.367,NKE
Friday,5/29/98,9.60378,9.38718,9.38718,3951829.753,NKE
Monday,6/1/98,9.45053,9.25845,9.32384,4487713.367,NKE
Tuesday,6/2/98,9.43827,9.27276,9.37492,2774356.316,NKE
Wednesday,6/3/98,9.54043,9.36062,9.37492,2118083.222,NKE
Thursday,6/4/98,9.38718,9.29728,9.36062,2245324.897,NKE
Friday,6/5/98,9.54043,9.38718,9.46279,2341244.657,NKE
Monday,6/8/98,9.5527,9.3361,9.39944,2318732.671,NKE
Tuesday,6/9/98,9.4117,9.32384,9.38718,2283497.404,NKE
Wednesday,6/10/98,9.38718,9.22167,9.23393,2102422.436,NKE
Thursday,6/11/98,9.29728,9.14402,9.17059,2709755.907,NKE
Friday,6/12/98,9.18285,8.96625,9.00303,2500296.956,NKE
Monday,6/15/98,9.00296,8.91281,8.91281,2748762.888,NKE
Tuesday,6/16/98,9.14434,8.91281,8.97633,3303687.183,NKE
Wednesday,6/17/98,9.13,9.00296,9.10541,2773652.674,NKE
Thursday,6/18/98,9.1177,8.93945,9.10541,2328053.054,NKE
Friday,6/19/98,9.20786,9.07877,9.15663,2773165.421,NKE
Monday,6/22/98,9.40046,9.16893,9.34923,4121190.372,NKE
Tuesday,6/23/98,9.43734,9.27137,9.38611,4219290.79,NKE
Wednesday,6/24/98,9.56642,9.36153,9.55412,3260738.748,NKE
Thursday,6/25/98,9.83483,9.52749,9.66886,6477552.469,NKE
Friday,6/26/98,9.83483,9.61764,9.7836,3958179.109,NKE
Monday,6/29/98,10.2323,9.96391,10.1299,8449808.521,NKE
Tuesday,6/30/98,10.1811,9.91269,9.94957,6421425.856,NKE
Wednesday,7/1/98,10.6933,10.3594,10.6667,27104494.22,NKE
Thursday,7/2/98,10.7179,10.5274,10.7056,9324902.018,NKE
Monday,7/6/98,10.7958,10.5519,10.5642,8360981.656,NKE
Tuesday,7/7/98,10.5519,10.4249,10.4761,4306167.044,NKE
Wednesday,7/8/98,10.681,10.3737,10.6667,4931375.851,NKE
Thursday,7/9/98,10.6544,10.4618,10.4884,4067992.754,NKE
Friday,7/10/98,10.5397,10.2958,10.4372,3755145.032,NKE
Monday,7/13/98,10.3471,10.22,10.2958,4963097.204,NKE
Tuesday,7/14/98,10.3983,10.1934,10.2057,4090931.161,NKE
Wednesday,7/15/98,10.22,9.91269,9.92498,8103777.795,NKE
Thursday,7/16/98,10.1811,9.93727,10.1811,4157307.713,NKE
Friday,7/17/98,10.3081,10.1934,10.2958,5240802.869,NKE
Monday,7/20/98,10.3348,10.2323,10.2446,3549182.614,NKE
Tuesday,7/21/98,10.1811,9.70779,9.73238,5483858.854,NKE
Wednesday,7/22/98,9.92498,9.70779,9.91269,3069906.885,NKE
Thursday,7/23/98,9.93727,9.38611,9.45168,4517497.233,NKE
Friday,7/24/98,9.47626,9.27137,9.38611,3892778.538,NKE
Monday,7/27/98,9.5029,9.22015,9.5029,2977662.226,NKE
Tuesday,7/28/98,9.5029,9.16893,9.22015,3211444.577,NKE
Wednesday,7/29/98,9.38611,9.18122,9.36153,2613080.921,NKE
