e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
0,53.925,0,1,38,1,35.015,0,0,2907.906,1444
1,48.663,1,0,45,4,14,1,0,2368.087,2025
1,69.003,1,0,36,4,57.775,1,0,4761.414,1296
1,53.391,0,0,42,1,15.348,0,1,2850.599,1764
1,43.536,0,0,40,3,-4.401,0,0,1895.383,1600
1,29.913,0,1,44,1,21.9,1,0,894.7876,1936
1,35.52,0,0,36,1,13.8,0,0,1261.67,1296
0,28.524,0,1,45,3,-1.1,0,0,813.6186,2025
1,71.205,1,0,50,2,16.247,1,0,5070.152,2500
1,88.77,1,0,34,4,81.348,1,0,7880.112,1156
1,45.273,1,0,42,4,-7.3,0,0,2049.645,1764
0,18.069,0,0,47,3,2.03,0,0,326.4888,2209
0,13.272,0,0,29,1,-0.5,0,0,176.146,841
0,28.254,1,0,50,5,1.2,0,0,798.2885,2500
0,12.63,0,0,46,1,0.75,0,0,159.5169,2116
0,17.604,0,0,31,1,-1.4,0,0,309.9008,961
1,30.558,1,0,35,4,61.699,1,1,933.7914,1225
1,44.205,0,0,35,1,3.7,0,1,1954.082,1225
0,35.7,1,0,48,4,-5.1,0,0,1274.49,2304
1,64.026,1,0,50,2,5.168,0,0,4099.329,2500
1,21.48,0,1,44,1,0,0,0,461.3904,1936
0,26.64,1,0,35,3,-2.43,0,0,709.6896,1225
0,20.226,1,0,54,3,2.295,0,0,409.0911,2916
1,55.167,1,0,56,4,151.548,1,1,3043.398,3136
1,27,0,1,29,1,4,1,0,729,841
0,14.13,0,0,37,1,1.85,0,0,199.6569,1369
0,18.798,1,1,28,1,-0.234,0,0,353.3648,784
0,22.56,1,0,31,5,-1.995,0,0,508.9536,961
0,45.135,1,0,52,2,1.574,0,1,2037.168,2704
0,22.464,1,0,56,2,52.2,0,1,504.6313,3136
0,15.462,1,1,25,2,0.3,0,1,239.0734,625
0,12.444,1,0,36,4,-0.5,0,0,154.8531,1296
0,12.42,0,0,35,2,0,0,0,154.2564,1225
1,45.246,1,0,52,3,-4.75,0,1,2047.2,2704
1,18.018,1,0,34,3,0.3,0,0,324.6483,1156
0,23.1,0,0,49,1,17,0,0,533.61,2401
0,14.55,0,0,28,1,-6.5,0,0,211.7025,784
0,39.942,1,0,36,5,0.2,0,0,1595.364,1296
0,63.36,1,0,58,2,48.528,0,1,4014.49,3364
0,28.908,1,1,50,3,93.3,0,1,835.6725,2500
0,37.848,1,0,48,4,0.041,0,0,1432.471,2304
0,12.069,1,0,64,4,-2.551,0,0,145.6608,4096
0,30,0,1,54,1,1.5,0,1,900,2916
1,33.174,1,0,37,4,14.006,1,0,1100.514,1369
1,39.732,1,0,39,5,16,0,1,1578.632,1521
1,36.966,1,0,44,3,29,0,1,1366.485,1936
0,16.5,1,0,30,3,-10.9,0,0,272.25,900
0,25.272,0,1,41,3,0.4,0,0,638.674,1681
1,35.772,1,0,41,4,-0.802,0,0,1279.636,1681
1,20.232,1,0,48,10,-3.7,0,0,409.3338,2304
1,29.754,0,1,28,1,16.782,1,0,885.3005,784
1,18.477,0,0,33,1,-1.95,1,0,341.3995,1089
1,22.425,1,0,32,4,-5.675,0,0,502.8806,1024
1,28.725,1,0,32,5,3.15,1,0,825.1257,1024
0,58.245,1,1,51,2,18.15,0,0,3392.48,2601
0,51.492,1,0,42,4,10.398,0,0,2651.426,1764
1,37.944,1,0,39,4,9.305,1,0,1439.747,1521
0,48,1,0,40,5,-0.1,0,0,2304,1600
1,39.816,0,0,40,5,-3,0,0,1585.314,1600
0,10.968,1,0,52,4,-0.651,0,0,120.297,2704
0,16.02,1,0,29,4,-14,0,0,256.6404,841
0,33.84,0,0,45,1,-1.6,0,0,1145.146,2025
0,38.997,1,0,46,3,5.424,0,1,1520.766,2116
1,57.441,1,0,32,3,-11.15,1,1,3299.469,1024
0,41.994,1,1,37,4,63.022,0,1,1763.496,1369
1,18.15,1,0,29,2,-148.5,1,0,329.4225,841
0,58.155,0,1,53,1,2.6,0,1,3382.004,2809
0,34.608,1,0,43,4,5.899,0,0,1197.714,1849
0,29.262,0,0,45,1,8.2,0,1,856.2646,2025
0,69.96,1,0,62,9,-0.9,0,0,4894.401,3844
0,51.984,1,0,28,2,1.3,0,0,2702.336,784
1,121.173,1,0,48,3,152.5,1,1,14682.9,2304
1,49.704,1,1,38,4,-16.351,1,0,2470.488,1444
0,23.625,0,0,52,1,0.09,0,0,558.1406,2704
1,48.18,0,1,32,1,9.2,1,0,2321.313,1024
0,51.3,1,0,35,5,17.9,0,1,2631.69,1225
0,93.63,1,0,38,4,15.499,0,0,8766.576,1444
0,32.388,1,0,52,2,0.3,0,0,1048.983,2704
1,61.407,0,0,53,4,-0.6,0,0,3770.82,2809
1,90.318,1,1,36,4,33.2,1,1,8157.341,1296
0,29.421,1,0,28,2,0.384,0,0,865.5952,784
0,21.765,0,1,55,1,0.27,0,0,473.7152,3025
1,36.474,1,0,27,4,11.638,0,0,1330.353,729
1,43.563,0,0,34,2,10.3,1,0,1897.735,1156
0,38.925,1,0,46,4,30.05,0,1,1515.156,2116
0,69.27,1,0,38,4,1.999,0,0,4798.333,1444
1,44.871,0,1,31,1,16.376,1,0,2013.406,961
0,18.696,0,0,53,6,0,0,0,349.5404,2809
1,34.698,0,0,34,2,31.536,1,0,1203.951,1156
1,65.28,1,0,42,3,8,0,0,4261.478,1764
1,50.781,1,0,48,3,28.457,1,0,2578.71,2304
0,72.375,1,0,34,4,-0.36,0,0,5238.141,1156
0,17.145,0,1,31,1,0.125,0,0,293.951,961
0,29.7,1,0,62,2,18.3,0,0,882.09,3844
1,64.653,1,0,47,4,43.949,1,1,4180.01,2209
0,24.711,0,0,33,1,-21.95,0,0,610.6335,1089
1,58.758,1,0,45,2,14.775,1,0,3452.502,2025
0,36.978,0,0,63,1,15.149,0,0,1367.373,3969
1,29.712,1,0,33,4,4.43,1,0,882.8029,1089
0,60.201,1,0,44,3,15.671,0,1,3624.16,1936
0,23.877,1,0,38,2,55.175,0,1,570.1111,1444
0,15.615,0,0,27,2,0.008,0,0,243.8282,729
0,15.456,0,1,25,1,0,0,0,238.8879,625
0,14.43,1,0,40,4,-0.06,0,0,208.2249,1600
0,13.2,0,1,42,1,-7.551,0,0,174.24,1764
0,13.215,0,0,27,1,-1.875,0,0,174.6362,729
1,26.103,0,0,47,2,2.03,1,0,681.3666,2209
1,45.762,1,0,50,4,-7.061,1,0,2094.161,2500
0,35.7,1,0,44,4,1.247,0,0,1274.49,1936
0,48.3,1,0,33,4,4.65,0,0,2332.89,1089
0,41.49,0,1,34,1,1.499,0,0,1721.42,1156
0,25.2,0,1,46,2,-4.4,0,0,635.04,2116
1,75.939,1,1,47,4,154.2,0,1,5766.732,2209
1,57.3,1,0,42,5,5,1,0,3283.29,1764
1,148.77,1,0,29,2,202.075,1,1,22132.51,841
1,80.676,1,0,53,2,37.292,1,1,6508.617,2809
0,10.362,0,1,50,1,2.223,0,0,107.3711,2500
0,19.38,0,1,34,1,-1.6,0,0,375.5844,1156
1,84.36,1,0,40,4,10,1,0,7116.61,1600
0,18.468,1,0,38,4,0.494,0,0,341.067,1444
0,28.236,0,1,37,1,2.6,0,0,797.2717,1369
0,84,0,0,43,1,-3.5,0,0,7056,1849
1,66.813,1,0,39,3,-25.925,0,0,4463.978,1521
1,36.693,1,0,64,8,-2.6,1,0,1346.376,4096
1,78.801,1,0,53,2,50.499,1,0,6209.598,2809
0,27.06,0,0,33,1,23.2,0,0,732.2436,1089
1,29.526,0,1,46,1,122.448,1,1,871.7846,2116
1,110.646,1,0,62,2,61.957,1,1,12242.54,3844
1,31.077,0,1,38,4,8.4,1,0,965.7799,1444
1,44.13,0,1,36,1,5.78,1,0,1947.457,1296
1,16.596,1,0,27,4,2.3,1,0,275.4272,729
1,19.8,1,0,25,4,4.3,1,0,392.04,625
0,10.929,0,1,32,1,0.182,0,0,119.443,1024
0,59.256,0,0,48,2,29,0,1,3511.274,2304
0,34.302,0,0,51,2,2.724,0,1,1176.627,2601
0,27.708,1,0,31,3,4,0,1,767.7333,961
0,42.618,1,0,45,5,20.6,0,1,1816.294,2025
0,77.43,1,0,56,5,12,0,1,5995.405,3136
0,15.603,1,1,44,2,-13.93,0,0,243.4536,1936
0,108.258,1,0,53,3,28,0,1,11719.79,2809
0,20.796,1,0,62,2,2.01,0,0,432.4736,3844
1,37.374,1,0,63,2,72.97,1,0,1396.816,3969
0,51.606,1,0,55,3,182.749,0,1,2663.179,3025
1,33.69,1,0,35,3,7.5,1,0,1135.016,1225
0,17.646,1,0,32,3,0.6,0,0,311.3813,1024
0,39.612,1,0,43,2,0.05,0,0,1569.11,1849
1,57.234,1,0,37,3,2.547,1,0,3275.731,1369
1,72.6,1,0,41,4,7.1,1,0,5270.76,1681
0,28.836,0,1,39,2,-8.301,0,0,831.5149,1521
0,45.81,1,0,33,4,3,0,0,2098.556,1089
0,29.868,1,0,37,3,0.006,0,0,892.0974,1369
0,29.94,1,0,32,6,-3.25,0,0,896.4036,1024
0,23.562,0,0,41,1,26.8,0,0,555.1678,1681
0,17.055,0,0,36,2,1.5,0,0,290.873,1296
1,30.321,1,0,41,6,6.505,1,0,919.363,1681
0,15.195,0,0,32,1,-0.348,0,0,230.888,1024
1,58.296,1,0,48,4,83.1,1,1,3398.424,2304
1,37.662,1,0,39,4,0.94,1,0,1418.426,1521
0,45.831,1,0,33,3,14.282,0,1,2100.481,1089
0,58.122,1,0,31,2,-7.1,0,0,3378.167,961
0,31.956,0,0,25,1,-1.9,0,0,1021.186,625
0,14.391,0,0,50,1,15.299,0,0,207.1009,2500
0,37.425,1,0,25,2,6.2,0,0,1400.631,625
0,21.921,1,0,59,2,45.5,0,0,480.5302,3481
0,20.985,1,0,38,5,-6.2,0,0,440.3702,1444
0,20.49,1,0,58,4,0.2,0,0,419.8401,3364
0,22.833,0,0,28,3,0,0,0,521.3459,784
1,53.496,1,0,42,4,58.675,1,1,2861.822,1764
0,13.755,0,0,33,3,-0.3,0,0,189.2,1089
0,11.04,1,0,37,4,0.2,0,0,121.8816,1369
0,12.24,1,0,31,2,-2.55,0,0,149.8176,961
1,39.636,1,0,30,4,-0.3,1,0,1571.013,900
1,11.157,0,1,25,1,-2.66,1,0,124.4786,625
0,21.276,0,1,29,2,-0.8,0,0,452.6681,841
1,27.036,0,0,57,1,7.46,1,0,730.9453,3249
1,18.909,0,0,31,1,-5.119,0,0,357.5503,961
0,56.505,1,0,40,4,1.05,0,0,3192.815,1600
1,88.992,1,0,41,2,190.026,1,1,7919.576,1681
0,42.987,0,0,32,3,-0.27,0,1,1847.882,1024
0,19.152,0,0,42,2,2,0,0,366.7991,1764
1,60.069,1,0,49,4,62.149,1,1,3608.285,2401
0,19.644,0,0,30,2,-14.901,0,0,385.8867,900
0,11.94,1,1,27,4,0,0,0,142.5636,729
1,63.36,1,0,33,5,12.23,1,0,4014.49,1089
1,62.553,1,0,47,6,171.85,1,1,3912.878,2209
0,57.345,1,1,62,2,115.19,0,1,3288.449,3844
0,45.045,1,0,34,4,6.249,0,1,2029.052,1156
1,16.2,1,0,42,4,-1.5,1,0,262.44,1764
0,14.4,0,1,31,1,0,0,0,207.36,961
1,58.368,1,0,41,5,42.114,0,1,3406.823,1681
1,33.585,0,1,30,1,-5.82,1,1,1127.952,900
0,61.125,1,0,27,2,-33.88,0,0,3736.266,729
1,15.126,0,0,38,1,0.502,1,0,228.7959,1444
0,35.031,0,1,51,1,16.749,0,1,1227.171,2601
0,13.17,0,0,59,1,31,0,1,173.4489,3481
0,39.594,0,1,36,1,4,0,0,1567.685,1296
1,33.645,0,1,44,1,-8.34,1,0,1131.986,1936
0,46.332,1,0,28,4,-1.05,0,0,2146.654,784
1,124.02,1,0,54,3,71.5,1,1,15380.96,2916
1,25.92,1,0,37,5,0,0,0,671.8464,1369
1,45.093,0,1,31,1,9.7,1,1,2033.379,961
0,63.969,1,0,33,4,2,0,0,4092.033,1089
0,16.827,1,0,29,3,9.249,0,1,283.1479,841
1,101.226,1,0,40,6,105,1,1,10246.7,1600
0,128.55,1,0,57,2,346.749,0,1,16525.1,3249
1,12.684,0,0,28,3,-0.278,1,0,160.8839,784
1,43.032,0,0,42,1,66.3,1,1,1851.753,1764
0,134.49,1,1,49,5,6.2,0,1,18087.56,2401
1,45.063,0,0,46,1,61.283,1,1,2030.674,2116
0,65.4,1,0,44,4,1,0,0,4277.16,1936
0,33.477,1,0,56,4,8.549,0,1,1120.71,3136
0,108.3,1,1,33,4,16.5,0,1,11728.89,1089
0,26.202,0,0,54,1,0.099,0,0,686.5448,2916
0,46.575,1,0,29,2,-3.151,0,1,2169.231,841
0,29.22,0,0,40,1,28,0,0,853.8083,1600
0,124.932,1,0,40,4,120,0,1,15608,1600
1,41.85,1,0,35,5,11.3,1,0,1751.422,1225
1,61.893,0,0,49,3,56,0,1,3830.744,2401
0,44.64,0,0,58,1,97.664,0,1,1992.729,3364
0,20.724,0,1,26,1,1.999,0,0,429.4842,676
0,15.42,0,1,29,1,1.999,0,0,237.7764,841
0,26.772,0,1,36,1,-8.3,0,0,716.7399,1296
0,48.021,1,0,38,5,-1.601,0,0,2306.016,1444
0,31.2,1,0,33,5,4,0,0,973.4401,1089
1,39.876,1,0,35,3,12.203,1,0,1590.095,1225
0,32.205,1,0,40,2,2.056,0,0,1037.162,1600
0,29.982,0,0,61,1,89.774,0,1,898.9203,3721
0,52.59,1,0,58,2,15,0,0,2765.708,3364
0,30.255,0,0,34,4,-1.5,0,0,915.365,1156
0,47.265,0,0,42,1,7.299,0,0,2233.98,1764
1,37.962,1,0,47,3,17.269,0,1,1441.114,2209
1,48.966,1,0,44,4,114,1,1,2397.669,1936
1,35.736,0,0,27,1,-4.2,0,0,1277.062,729
0,29.067,1,0,48,5,37.1,0,1,844.8904,2304
0,42.15,0,1,30,1,18.5,0,1,1776.623,900
1,26.925,0,1,31,1,-2.5,1,0,724.9556,961
0,27.033,0,0,55,1,-8.651,0,0,730.7831,3025
1,34.77,1,0,46,4,-17.501,0,0,1208.953,2116
0,28.149,1,0,29,4,-84.7,0,0,792.3662,841
0,20.406,1,0,53,3,2.608,0,1,416.4048,2809
0,30.78,1,0,53,4,3,0,0,947.4084,2809
0,30.456,1,0,51,3,11.997,0,0,927.5679,2601
0,55.2,1,0,31,3,0.999,0,0,3047.04,961
1,53.7,1,0,51,4,13.034,1,0,2883.69,2601
1,33.69,0,0,50,1,-16,0,0,1135.016,2500
1,17.4,0,0,29,2,3.85,0,0,302.76,841
0,31.386,1,0,53,3,0.734,0,0,985.081,2809
0,40.5,1,0,42,4,10.7,0,0,1640.25,1764
1,54.75,0,1,43,1,71,0,1,2997.563,1849
0,24.126,1,0,46,8,0,0,0,582.0638,2116
0,24.9,0,0,54,3,102.71,0,1,620.01,2916
0,59.346,1,0,54,2,2,0,0,3521.948,2916
1,38.64,1,0,27,2,8.19,1,0,1493.05,729
0,54.261,1,0,40,5,63.648,0,1,2944.256,1600
0,54.504,1,0,48,3,-22.913,0,0,2970.686,2304
1,17.55,0,1,34,1,0.005,0,0,308.0025,1156
0,17.361,1,0,25,2,-1.45,0,0,301.4043,625
1,39.126,1,0,31,3,5.999,0,0,1530.844,961
0,29.814,0,0,49,1,-2.9,0,0,888.8746,2401
0,13.8,0,1,25,1,8,0,1,190.44,625
1,10.455,1,0,30,3,-0.15,0,0,109.307,900
0,45.549,0,0,43,1,11,0,1,2074.711,1849
1,30.12,0,0,45,1,36.199,0,0,907.2145,2025
0,23.382,0,0,28,1,-0.7,0,0,546.7179,784
1,68.772,1,0,36,4,52.3,1,0,4729.588,1296
1,21.672,1,0,43,4,18.224,1,0,469.6756,1849
1,16.44,0,1,56,1,0.25,0,0,270.2736,3136
0,21.972,0,0,33,2,-4.7,0,0,482.7688,1089
0,22.743,1,0,36,5,0.599,0,0,517.2441,1296
0,98.907,1,0,54,2,90.294,0,1,9782.594,2916
0,13.866,0,0,32,2,2.258,0,0,192.266,1024
1,72.957,1,0,31,2,8.849,1,0,5322.724,961
1,25.689,1,0,27,2,3.749,1,1,659.9247,729
0,57.477,1,0,40,4,-16.901,0,0,3303.606,1600
0,24.258,1,0,28,3,0.5,0,0,588.4506,784
0,25.77,1,0,39,2,7.501,0,0,664.0929,1521
1,66.945,1,0,54,3,6.95,1,0,4481.633,2916
1,32.253,0,1,39,1,55.999,1,0,1040.256,1521
0,30.63,1,0,32,4,-3.2,0,0,938.1968,1024
1,38.754,1,1,61,5,70.349,1,1,1501.873,3721
1,26.964,1,0,38,4,3.049,1,0,727.0573,1444
0,46.14,1,0,39,2,4.4,0,1,2128.9,1521
0,26.055,1,0,48,7,0.749,0,0,678.863,2304
0,29.304,1,1,53,2,1.849,0,0,858.7245,2809
0,16.236,0,0,29,3,-1.062,0,0,263.6077,841
1,66.36,1,0,52,3,95.474,1,1,4403.65,2704
1,56.217,1,0,28,4,16.783,1,0,3160.351,784
1,28.125,1,0,44,4,56.8,1,1,791.0156,1936
0,53.565,1,1,39,3,-2.571,0,0,2869.209,1521
0,16.608,0,0,30,2,0,0,0,275.8257,900
0,41.13,1,0,28,2,0.11,0,0,1691.677,784
0,19.713,1,0,34,3,3.899,0,0,388.6024,1156
0,13.065,0,0,58,1,19.249,0,1,170.6942,3364
0,15.642,0,0,41,2,-0.275,0,0,244.6722,1681
1,51.489,1,0,59,3,28.405,1,0,2651.117,3481
0,13.404,0,0,58,1,8.999,0,1,179.6672,3364
0,79.65,1,0,42,3,42.6,0,1,6344.123,1764
0,45.288,1,1,34,2,-11.566,0,0,2051.003,1156
0,25.917,0,0,30,3,-1.7,0,0,671.6909,900
1,38.82,0,0,60,1,52,1,0,1506.992,3600
0,21.63,0,0,61,3,-1.501,0,0,467.8569,3721
0,25.2,0,1,55,1,0,0,0,635.04,3025
1,21.765,0,1,28,1,0.003,1,0,473.7152,784
1,64.215,1,1,49,4,40,1,1,4123.566,2401
0,28.122,0,0,32,4,0.305,0,0,790.8469,1024
1,33.489,0,0,37,1,1.049,0,1,1121.513,1369
1,61.869,1,1,44,2,75.45,1,0,3827.773,1936
0,100.329,1,0,58,3,66.7,0,0,10065.91,3364
1,25.941,1,0,33,4,10,1,0,672.9355,1089
0,38.349,1,0,38,4,-4.5,0,0,1470.646,1444
1,31.098,1,0,54,2,5.335,1,0,967.0856,2916
0,50.529,1,0,31,2,12.8,0,1,2553.18,961
1,23.1,0,0,36,2,-4.85,0,0,533.61,1296
0,15.735,0,0,27,1,0.442,0,1,247.5902,729
1,31.68,0,0,56,1,15.508,1,1,1003.622,3136
0,19.59,0,0,41,1,0.099,0,0,383.7681,1681
0,23.706,1,0,58,2,59.3,0,1,561.9744,3364
0,34.47,0,1,50,2,5,0,0,1188.181,2500
1,18.789,0,0,32,1,2.2,1,0,353.0265,1024
1,18.594,0,0,26,3,-0.025,0,0,345.7368,676
0,19.545,1,0,61,3,0.294,0,0,382.007,3721
1,31.845,1,0,39,3,112.749,1,0,1014.104,1521
0,12.852,1,0,56,2,-3.2,0,0,165.1739,3136
1,15.225,0,1,55,1,31.499,0,0,231.8006,3025
1,14.625,0,0,45,1,0.2,0,0,213.8906,2025
0,10.386,0,0,40,3,-3,0,0,107.869,1600
1,55.92,1,0,31,4,5.94,0,1,3127.046,961
1,48,1,0,30,3,13.23,1,1,2304,900
0,26.448,1,0,33,3,30.18,0,0,699.4967,1089
0,10.611,0,0,58,2,-2.282,0,0,112.5933,3364
0,44.856,1,0,35,5,3.5,0,0,2012.061,1225
1,33.819,1,0,47,3,1.5,0,0,1143.725,2209
1,23.112,1,1,30,3,0.1,0,0,534.1646,900
0,96.147,1,0,56,3,110.5,0,1,9244.246,3136
0,66,0,1,45,2,79.999,0,0,4356,2025
1,27.261,1,0,42,4,-0.451,1,0,743.1621,1764
0,10.89,0,0,45,2,0,0,0,118.5921,2025
0,13.2,1,0,49,4,4.1,0,1,174.24,2401
0,36.12,1,0,34,3,-6.2,0,0,1304.654,1156
0,11.376,0,0,33,3,-2.996,0,0,129.4134,1089
0,15.909,1,0,52,5,-38.89,0,0,253.0963,2704
0,32.04,1,0,27,4,0.3,0,0,1026.562,729
1,38.484,1,0,33,3,-17.818,1,0,1481.018,1089
0,30.24,1,0,48,2,-1,0,0,914.4576,2304
1,52.8,1,0,29,4,-6,0,0,2787.84,841
1,29.343,1,1,31,2,-6.109,0,0,861.0117,961
0,11.244,0,0,48,1,4.924,0,0,126.4275,2304
0,21.24,1,0,31,4,-0.3,0,0,451.1376,961
1,40.35,1,0,38,4,6.32,1,0,1628.122,1444
1,16.233,0,1,36,3,8.916,1,0,263.5103,1296
1,47.73,0,1,47,1,13.25,1,1,2278.153,2209
0,16.077,1,0,35,4,-11.351,0,0,258.4699,1225
0,20.421,0,1,37,1,-0.165,0,0,417.0172,1369
1,40.29,1,0,38,4,2.93,0,0,1623.284,1444
1,65.565,1,0,50,4,65.391,1,1,4298.77,2500
1,20.388,1,0,60,2,0.264,0,1,415.6706,3600
0,22.68,1,0,37,4,-1.149,0,0,514.3824,1369
1,58.632,1,0,31,5,107.75,1,1,3437.711,961
0,55.56,1,0,37,4,22.35,0,1,3086.914,1369
1,63.69,0,0,39,1,-9,0,0,4056.416,1521
1,43.887,0,1,34,1,33.546,1,1,1926.069,1156
0,26.55,0,0,35,2,-17.1,0,0,704.9025,1225
0,114.048,1,0,45,4,-9.151,0,0,13006.95,2025
1,30,0,0,33,1,14,1,0,900,1089
0,58.923,1,0,28,2,25.699,0,1,3471.92,784
0,71.7,1,0,35,3,10.9,0,0,5140.89,1225
1,74.457,1,0,38,5,-17.631,1,0,5543.845,1444
1,50.064,1,0,42,3,55.2,1,0,2506.404,1764
1,23.136,0,0,50,1,-5.2,0,0,535.2745,2500
1,30.792,0,0,27,1,42.39,1,0,948.1473,729
1,51.717,0,0,44,1,28.209,0,0,2674.648,1936
0,80.025,1,0,38,4,-0.7,0,0,6404.001,1444
0,21.132,0,0,35,1,-8.225,0,0,446.5614,1225
1,16.68,0,1,48,1,-1.8,0,0,278.2224,2304
0,20.988,1,0,46,1,1.022,0,0,440.4962,2116
0,58.167,1,0,32,5,-1.675,0,0,3383.4,1024
0,15.504,0,0,39,5,0,0,0,240.374,1521
0,52.11,0,1,39,1,-9.94,0,0,2715.452,1521
0,37.32,0,0,52,1,-0.551,0,0,1392.782,2704
0,12.816,1,0,31,7,-2.796,0,0,164.2499,961
1,38.145,1,0,26,2,1.3,1,0,1455.041,676
1,15.45,0,0,28,2,-9.68,1,0,238.7025,784
0,25.728,0,0,39,3,1.667,0,0,661.93,1521
0,17.427,1,0,30,2,-0.825,0,0,303.7003,900
1,56.058,1,0,34,3,0.84,1,0,3142.499,1156
0,66.579,0,1,44,3,-0.122,0,0,4432.764,1936
0,17.328,0,0,60,2,0.1,0,0,300.2596,3600
1,79.86,1,0,33,2,14.5,1,0,6377.62,1089
1,23.952,1,0,63,2,79.825,1,1,573.6983,3969
0,24.3,1,0,33,3,0,0,0,590.49,1089
0,25.815,1,0,28,3,3.999,0,0,666.4142,784
0,46.8,1,0,31,3,-8.4,0,0,2190.24,961
0,28.26,0,0,56,1,91.23,0,1,798.6276,3136
0,17.85,1,0,29,7,0.05,0,0,318.6225,841
0,41.13,1,0,33,3,-4.757,0,0,1691.677,1089
0,59.958,1,0,32,4,-7,0,0,3594.962,1024
0,27.168,1,0,43,6,-11.76,0,0,738.1002,1849
0,21.528,1,0,27,2,-0.721,0,0,463.4548,729
1,35.304,1,0,46,4,141.125,0,0,1246.372,2116
0,28.5,1,1,45,4,41.899,0,1,812.25,2025
0,23.067,1,0,47,4,-16.122,0,0,532.0865,2209
1,36.402,1,0,30,5,0.9,0,0,1325.106,900
0,12.921,0,0,59,1,0.84,0,0,166.9522,3481
0,31.875,1,0,38,4,0.3,0,0,1016.016,1444
0,33.864,0,0,27,1,0,0,0,1146.77,729
0,77.913,1,0,48,2,11.73,0,0,6070.436,2304
0,25.56,0,0,40,1,-1.714,0,0,653.3136,1600
0,78.75,1,0,63,4,7.5,0,0,6201.563,3969
0,30.324,1,0,31,4,-1.5,0,0,919.5449,961
1,14.67,1,0,58,2,-4.96,1,0,215.2089,3364
0,13.152,0,0,30,3,-2.674,0,0,172.9751,900
1,15.486,0,0,30,3,0.772,0,0,239.8162,900
0,42.633,1,0,40,5,0.05,0,0,1817.573,1600
0,56.787,1,0,34,3,7.9,0,0,3224.763,1156
0,18.75,0,0,32,3,0,0,0,351.5625,1024
1,35.31,1,0,48,3,3.038,0,0,1246.796,2304
0,22.17,0,1,46,2,0.525,0,0,491.5089,2116
0,43.05,0,0,25,1,24.352,0,1,1853.302,625
0,22.41,0,0,34,1,29.7,0,1,502.2081,1156
0,15.276,0,1,29,1,0,0,0,233.3562,841
1,58.71,0,0,32,1,21.1,1,0,3446.864,1024
0,30.963,1,0,33,5,4.449,0,0,958.7073,1089
1,32.16,1,0,28,5,-5,1,0,1034.266,784
1,39.36,1,0,35,4,-2.4,0,0,1549.21,1225
0,47.01,0,0,42,3,14.42,0,1,2209.94,1764
1,37.476,1,0,37,4,33.637,0,1,1404.451,1369
0,71.703,0,1,38,1,225,0,1,5141.321,1444
0,34.881,1,0,64,2,48.486,0,1,1216.684,4096
1,39.45,1,1,36,5,-0.601,1,0,1556.303,1296
0,24.66,0,0,40,2,24.1,0,1,608.1156,1600
1,14.592,0,0,44,2,0.9,1,0,212.9265,1936
1,59.922,1,0,34,3,79,1,1,3590.646,1156
1,44.379,1,0,35,5,-4.65,0,1,1969.496,1225
0,18.936,1,1,59,3,1.4,0,0,358.5721,3481
0,23.28,0,1,57,1,0,0,0,541.9584,3249
0,37.776,1,0,43,4,21,0,0,1427.026,1849
0,19.986,1,0,58,3,-0.3,0,0,399.4402,3364
1,25.275,0,1,25,1,106.15,1,1,638.8256,625
1,56.871,1,0,64,2,249.5,1,1,3234.311,4096
0,36.21,1,1,32,4,0,0,0,1311.164,1024
0,13.836,0,0,62,2,34.883,0,1,191.4349,3844
0,47.733,1,0,36,2,1.78,0,0,2278.439,1296
0,27.978,0,0,46,3,10.2,0,1,782.7685,2116
0,11.424,0,0,61,1,0.6,0,0,130.5078,3721
1,36.432,0,0,27,1,10.161,0,1,1327.291,729
1,42.864,1,0,32,2,4.8,1,0,1837.322,1024
0,13.26,0,0,41,2,0,0,0,175.8276,1681
1,63.606,1,0,34,2,-11.7,1,0,4045.723,1156
1,29.784,1,0,50,4,2,1,0,887.0867,2500
0,51.51,1,0,41,4,171.45,0,1,2653.28,1681
1,104.232,1,0,43,4,21.099,1,0,10864.31,1849
1,64.797,1,0,39,6,13.84,1,0,4198.651,1521
0,71.31,1,0,35,4,-2.8,0,0,5085.116,1225
0,58.98,1,0,31,4,1.907,0,1,3478.64,961
0,26.688,1,0,37,4,2.073,0,0,712.2493,1369
1,29.562,0,1,31,1,16.7,1,0,873.9119,961
0,26.235,1,0,31,5,-6.4,0,0,688.2753,961
1,61.029,1,0,33,5,10.275,1,0,3724.539,1089
1,57.672,1,0,55,3,37.4,1,0,3326.06,3025
1,48.747,1,0,45,5,16.04,1,1,2376.27,2025
1,52.527,1,0,55,2,107.954,1,1,2759.086,3025
1,55.833,1,0,44,3,67.115,1,1,3117.324,1936
0,74.568,1,0,33,2,19.94,0,0,5560.387,1089
1,27.702,1,0,61,8,26.8,1,1,767.4008,3721
0,16.692,1,0,39,2,9.13,0,1,278.6228,1521
1,69.69,1,0,43,4,11.3,1,0,4856.696,1849
0,26.022,0,0,46,2,31.999,0,0,677.1445,2116
0,17.04,1,0,32,4,-0.1,0,0,290.3616,1024
0,17.595,0,1,29,1,0.8,0,1,309.584,841
0,24.51,1,0,29,4,0.5,0,0,600.7401,841
0,14.712,0,1,31,1,4.5,0,0,216.4429,961
